title,console,genre,developer,critic_score,total_sales,na_sales,jp_sales,pal_sales,other_sales,release_date,last_update,overall,year
GT Advance 3: Pro Concept Racing,GBA,Racing,MTO,7.7,0.08,0.05,,0.02,0.0,2002-04-26,,0.4326,2002
R: Racing Evolution,GC,Racing,Namco,6.1,0.08,0.06,,0.02,0.0,2003-12-09,,0.2874,2003
Penny Racers Party: Turbo-Q Speedway,Wii,Racing,Takara Tomy,,0.08,0.07,0.0,,0.01,2008-10-20,,,2008
Ride 2,XOne,Racing,Milestone S.r.l.,,0.08,0.06,,0.01,0.01,2017-02-14,2018-06-25,,2017
TOCA Race Driver 3: The Ultimate Racing Simulator,PS2,Racing,Codemasters,,0.08,0.04,,0.03,0.01,2006-02-22,,,2006
Pac-Man World Rally,GC,Racing,Smart Bomb Interactive,,0.08,0.06,,0.02,0.0,2006-08-22,,,2006
Build 'n Race,Wii,Racing,Icon Games,,0.08,0.08,,,0.01,2009-08-04,,,2009
Spintires: MudRunner - American Wilds,PS4,Racing,Saber Interactive,,0.08,0.07,,,0.02,2018-10-23,2019-02-19,,2018
Pimp My Ride: Street Racing,PS2,Racing,Virtuos,,0.08,0.04,,0.03,0.01,2009-03-16,,,2009
Monster Energy Supercross - The Official Videogame,XOne,Racing,Milestone S.r.l.,,0.08,0.08,,,0.01,2018-02-13,2018-03-23,,2018
Wetrix,N64,Puzzle,Zed Two Limited,8.6,0.08,0.06,,0.02,0.0,1998-06-12,,0.5431,1998
S.C.A.R.S,PS,Racing,Vivid Image,,0.08,0.05,,0.03,0.01,1998-08-31,,,1998
Face Racers: Photo Finish,3DS,Racing,Renegade Kid,,0.08,0.08,,,0.01,2011-11-12,,,2011
Initial D: Extreme Stage,PS3,Racing,Sega,,0.08,,0.08,,,2008-07-03,,,2008
The Italian Job,XB,Racing,Climax Group,,0.08,0.06,,0.02,0.0,2003-06-25,,,2003
Big Mutha Truckers,GC,Racing,Eutechnyx,,0.08,0.06,,0.02,0.0,2003-08-16,,,2003
Micro Machines: World Series,XOne,Racing,Codemasters,,0.08,0.02,,0.05,0.01,2017-06-30,2018-05-30,,2017
Iggy's Reckin' Balls,N64,Racing,Iguana Entertainment,6.8,0.08,0.06,,0.02,0.0,1998-08-24,,0.3356,1998
Rapala Fishing Pro Series,PS4,Simulation,"Concrete Software, Inc.",,0.08,0.06,,,0.02,2017-10-24,2018-08-07,,2017
Miami Nights: Singles in the City,DS,Simulation,Gameloft,,0.08,0.08,,0.0,0.01,2008-01-15,,,2008
Pretty Rhythm: My Deco Rainbow Wedding,3DS,Simulation,Takara Tomy ARTS,,0.08,,0.08,,,2013-03-20,2018-12-02,,2013
Touch Mechanic,DS,Simulation,Kando Games,,0.08,0.08,,,0.01,2009-03-23,,,2009
DanceDanceRevolution,X360,Simulation,Konami,,0.08,0.08,,,0.01,2011-04-12,,,2011
Kobitodzukan: Kobito no Fushigi - Jikken Set,3DS,Simulation,Racjin,,0.08,,0.08,,,2013-12-12,2018-12-03,,2013
Qubed,X360,Puzzle,Various,,0.08,0.07,,,0.01,2009-09-08,,,2009
Bust-A-Move 2 Arcade Edition,N64,Puzzle,Probe Entertainment Limited,,0.08,0.06,,0.02,0.0,1998-04-30,,,1998
Dream Day: Wedding Destinations,DS,Simulation,THQ,,0.08,0.08,,,0.01,2009-03-09,,,2009
Pony Friends 2,Wii,Simulation,Tantalus Interactive,,0.08,0.03,,0.04,0.01,2010-02-23,,,2010
Theme Park,SAT,Simulation,Bullfrog Production,,0.08,,0.08,,,1995-01-01,,,1995
X Rebirth,PC,Simulation,Egosoft,,0.08,,,0.08,0.0,2013-11-15,2018-12-01,,2013
Air Conflicts: Secret Wars,X360,Simulation,Games Farm,6.0,0.08,0.06,,0.02,0.01,2011-09-28,,0.2793,2011
R/C Stunt Copter,PS,Simulation,"Big Grub / Shiny Entertainment, Inc.",,0.08,0.04,,0.03,0.01,1999-10-05,,,1999
Kenshuui Tendo Dokuta,DS,Simulation,Spike,,0.08,,0.08,,,2004-12-02,,,2004
Pilot ni Narou! 2,PS2,Simulation,BELUGA Computer Inc.,,0.08,,0.08,,,2001-03-08,,,2001
12-Sai. Koisuru Diary,3DS,Adventure,Unknown,,0.08,,0.08,,,2016-08-04,,,2016
Tomb Raider: Underworld,PC,Adventure,Crystal Dynamics,8.0,0.08,,,0.07,0.01,2008-11-18,,0.4694,2008
Loading Human,PS4,Adventure,Untold Games,,0.08,0.05,,0.02,0.01,2016-10-13,2018-09-17,,2016
Deep Fear,SAT,Adventure,ISCO,,0.08,,0.08,,,1998-11-01,,,1998
Horrid Henry's Horrid Adventure,DS,Adventure,TBA,,0.08,,,0.07,0.01,2010-11-05,,,2010
Virus,SAT,Adventure,Hudson Soft,,0.08,,0.08,,0.0,1997-08-22,,,1997
Cate West: The Vanishing Files,Wii,Adventure,Destineer,,0.08,0.07,,0.0,0.01,2009-03-23,,,2009
Lost in Blue: Shipwrecked,Wii,Adventure,Hudson Soft,,0.08,0.07,,0.0,0.01,2008-09-23,,,2008
Scooby-Doo! Who's Watching Who?,PSP,Adventure,THQ,,0.08,0.07,,0.01,0.01,2006-10-16,,,2006
Sentimental Graffiti: First Window,SAT,Adventure,NEC Interchannel,,0.08,,0.08,,0.0,1997-04-11,,,1997
Grand Prix Challenge,PS2,Racing,Atari,,0.08,0.04,,0.03,0.01,2003-03-03,,,2003
Jimmie Johnson's Anything With an Engine,Wii,Racing,Isopod Labs,,0.08,0.08,,,0.01,2011-11-22,,,2011
Whac-A-Mole,DS,Puzzle,DC Studios,,0.08,0.07,,,0.01,2005-09-21,,,2005
Mario vs. Donkey Kong: Tipping Stars,3DS,Puzzle,Nintendo Software Technology Corporation,6.5,0.08,,0.08,,,2015-03-05,2019-01-15,0.312,2015
PQ: Practical Intelligence Quotient,PSP,Puzzle,Now Production,,0.08,0.07,,0.0,0.01,2006-01-10,,,2006
Disney's Planes,3DS,Adventure,TOSE,,0.08,0.04,,0.03,0.01,2013-08-06,2018-03-15,,2013
Prisoner of War,XB,Adventure,Wide Games,,0.08,0.06,,0.02,0.0,2002-08-26,,,2002
Murder in Venice,DS,Adventure,City Interactive,,0.08,0.05,,0.03,0.01,2011-05-16,,,2011
Cloudy With a Chance of Meatballs,PSP,Adventure,Ubisoft Shanghai,6.0,0.08,0.07,,0.0,0.01,2009-09-15,,0.2793,2009
Gray Matter,PC,Adventure,Wizarbox Studios,7.3,0.08,0.02,,0.05,0.01,2011-02-22,,0.3866,2011
Man vs. Wild,Wii,Adventure,Scientifically Proven,,0.08,0.07,,,0.0,2011-04-26,,,2011
Ro-Kyu-Bu!,PSP,Adventure,Kadokawa Shoten,,0.08,,0.08,,,2011-10-27,,,2011
Elebits: The Adventures of Kai and Zero,DS,Adventure,Konami,7.5,0.08,0.07,0.0,0.0,0.01,2009-01-06,,0.4101,2009
Aibou DS,DS,Adventure,Tecmo,,0.08,,0.08,,,2009-03-05,,,2009
IHRA Drag Racing: Sportsman Edition,PS2,Racing,Bethesda Softworks,,0.08,0.04,,0.03,0.01,2006-06-13,,,2006
Taiko no Tatsujin: Atsumete Tomodachi Daisakusen!,WiiU,Music,Bandai Namco Games,,0.08,,0.08,,,2015-11-26,2018-04-08,,2015
Just Dance: Disney Party 2,XOne,Music,Ubisoft San Francisco,,0.08,0.06,,0.01,0.01,2015-10-20,2018-04-07,,2015
IA/VT Colorful,PSV,Music,Marvelous,,0.08,,0.08,,,2015-07-30,2018-12-03,,2015
Tokimeki Memorial 4,PSP,Adventure,Konami,,0.08,,0.08,,,2009-12-03,,,2009
Boku no Natsuyasumi 3: Hokkoku Hen: Chiisana Boku no Dai Sougen​,PS3,Adventure,Millennium Kitchen,,0.08,,0.08,,,2007-07-05,,,2007
Code Lyoko: Fall of X.A.N.A.,DS,Adventure,Game Factory,,0.08,0.07,,,0.01,2008-06-20,,,2008
SeaWorld Adventure Parks: Shamu's Deep Sea Adventure,GBA,Adventure,Humagade,,0.08,0.06,,0.02,0.0,2005-11-08,,,2005
Gundam the 3D Battle,3DS,Action,Namco Bandai Games,,0.08,,0.08,,,2011-03-24,,,2011
Playmobil Pirates,DS,Action,Morgen Studios,,0.08,0.07,,0.0,0.01,2009-12-22,,,2009
Godzilla Generations,DC,Action,General Entertainment,3.2,0.08,,0.08,,0.0,1998-11-27,,0.2126,1998
Forbidden Siren 2,PS2,Action,SCE Japan Studio,,0.08,,0.08,,,2006-08-04,2018-09-16,,2006
Ben 10 (2017),NS,Action,Torus Games,,0.08,0.04,,0.03,0.01,2017-11-14,2019-01-21,,2017
Hammerin' Hero,PSP,Action,Irem Software Engineering,7.0,0.08,0.07,,,0.01,2009-04-07,,0.3569,2009
Warriors Orochi 3 Hyper,WiiU,Action,Koei,,0.08,0.04,0.02,0.03,0.01,2012-11-18,2020-09-13,,2012
Kidou Senshi Gundam 00,DS,Action,Bandai Namco Games,,0.08,,0.08,,,2008-03-27,,,2008
Samurai Warriors 2,X360,Action,Omega Force,5.4,0.08,0.07,,0.01,0.01,2006-09-19,,0.2534,2006
Dangerous Ji-San to 1000-nin no Otomodachi Yokoshima,3DS,Action,Bandai Namco Games,,0.08,,0.08,,,2012-11-22,2018-12-12,,2012
The Penguins of Madagascar: Dr. Blowhole Returns - Again!,Wii,Action,THQ,,0.08,0.04,,0.03,0.01,2011-09-13,,,2011
Urban Reign,PS2,Action,Namco,7.5,0.08,0.04,,0.03,0.01,2005-09-13,,0.4101,2005
Tokimeki Memorial: Taisen Pazurudama,SAT,Puzzle,Konami,,0.08,,0.08,,0.0,1996-09-27,,,1996
Exit,PSP,Puzzle,Taito Corporation,7.9,0.08,0.07,,0.0,0.01,2006-02-14,,0.4529,2006
Frantix,PSP,Puzzle,Killer Game,5.4,0.08,0.08,,0.0,0.01,2005-09-19,,0.2534,2005
Hello Kitty: Roller Rescue,GC,Action,XPEC,,0.08,0.06,,0.02,0.0,2005-08-16,,,2005
Death Jr. and the Science Fair of Doom,DS,Platform,Foundation 9 Entertainment,,0.08,0.08,,,0.01,2007-05-22,,,2007
Strider 2,PS,Platform,Capcom,,0.08,0.05,,0.03,0.01,2000-07-29,,,2000
Iron Man / X-O Manowar in Heavy Metal,PS,Platform,"Realtime Associates, Inc.",,0.08,0.05,,0.03,0.01,1996-10-31,,,1996
Pinobee: Wings of Adventure,GBA,Platform,Artoon,,0.08,0.06,,0.02,0.0,2001-05-30,,,2001
Disney's Donald Duck: Goin' Quackers,PS2,Platform,Disney Interactive Studios,,0.08,0.04,,0.03,0.01,2000-12-13,,,2000
Ape Escape: Pumped & Primed,PS2,Party,SCE Japan Studio,,0.08,0.04,,0.03,0.01,2004-10-20,2018-09-18,,2004
Akiba's Trip Plus,PSP,Action-Adventure,Acquire,,0.08,,0.08,,,2012-06-14,2018-12-03,,2012
Adventure Time: Explore the Dungeon Because I Don't Know!,X360,Action-Adventure,Way Forward,,0.08,0.03,,0.04,0.01,2013-11-19,2018-03-19,,2013
Witches & Vampires: The Secrets of Ashburry,DS,Adventure,Smack Down Productions,,0.08,0.05,,0.02,0.01,2010-11-02,,,2010
Doraemon: Nobita and the Island of Miracles,3DS,Adventure,FuRyu,,0.08,,0.08,,,2012-03-01,2018-12-03,,2012
Kaijuu Busters Powered,DS,Action,Bandai Namco Games,,0.08,,0.08,,,2011-01-20,,,2011
Tornado Outbreak,X360,Action,Loose Cannon Studios,,0.08,0.07,,,0.01,2009-09-29,,,2009
Prey the Stars,DS,Action,Koei Canada,,0.08,0.07,,,0.01,2008-10-07,,,2008
Guilty Gear XX Accent Core Plus,PSP,Fighting,Arc System Works,,0.08,0.03,0.04,0.01,0.01,2009-04-07,,,2009
Famicom Mini: Mario Bros.,GBA,Platform,Nintendo EAD,,0.08,,0.08,,0.0,2004-05-21,,,2004
Shantae: Half-Genie Hero,PS4,Platform,Way Forward Technologies,,0.08,0.06,0.01,,0.01,2016-12-20,2018-12-30,,2016
Codename: Kids Next Door: Operation S.O.D.A.,GBA,Platform,Vicarious Visions,,0.08,0.05,,0.02,0.0,2004-11-02,,,2004
Ice Age 2: The Meltdown,Wii,Platform,Eurocom Entertainment Software,6.5,0.08,0.06,,0.01,0.01,2006-12-06,,0.312,2006
Frogger Beyond,XB,Platform,Konami,,0.08,0.06,,0.02,0.0,2002-12-11,,,2002
Stuart Little 3: Big Photo Adventure,PS2,Platform,Magenta Software,,0.08,0.04,,0.03,0.01,2005-11-14,,,2005
Scooby-Doo! Unmasked,XB,Platform,Artificial Mind and Movement,,0.08,0.06,,0.02,0.0,2005-09-12,,,2005
Pac-Man and the Ghostly Adventures 2,3DS,Platform,Monkey Bar Games,,0.08,0.03,,0.05,0.01,2014-10-14,2018-11-16,,2014
BlazBlue: Chrono Phantasma,PSV,Fighting,Arc System Works,,0.08,0.04,0.03,,0.01,2014-06-24,2018-10-18,,2014
The King of Fighters '96,PS,Fighting,SNK Corporation,,0.08,,0.07,,0.01,1997-07-04,,,1997
Katekyoo Hitman Reborn! DS: Flame Rumble Hyper - Moeyo Mirai,DS,Fighting,Takara Tomy,,0.08,,0.08,,,2008-07-24,,,2008
Fate/Tiger Colosseum,PSP,Fighting,Cavia Inc.,,0.08,,0.08,,,2007-09-13,,,2007
One Piece: Gear Spirit,DS,Fighting,Matrix Software,,0.08,,0.08,,,2007-08-30,,,2007
Blades of Blood: Samurai Shodown III,PS,Fighting,Ukiyotei,,0.08,0.05,,0.03,0.01,1996-11-30,,,1996
Taz Wanted,GC,Platform,Blitz Games,5.7,0.08,0.06,,0.02,0.0,2002-10-10,,0.264,2002
Ultimate Ghosts 'n Goblins,PSP,Platform,Capcom,7.3,0.08,0.07,,0.0,0.01,2006-08-29,,0.3866,2006
Skeleton Warriors,PS,Platform,Neversoft Entertainment,,0.08,0.04,,0.03,0.01,1996-05-22,,,1996
Pitfall: The Lost Expedition,GC,Platform,Edge of Reality,,0.08,0.06,,0.02,0.0,2004-02-18,,,2004
Sherlock Holmes: Crimes & Punishments,XOne,Adventure,Frogwares,,0.08,0.03,,0.04,0.01,2014-09-30,2018-04-18,,2014
Kenka Banchou 6: Soul & Blood,3DS,Fighting,Spike Chunsoft,,0.08,,0.08,,,2015-01-15,2018-07-26,,2015
Bleach: Heat the Soul 5,PSP,Fighting,Eighting,,0.08,,0.08,,,2008-05-15,,,2008
Marvel Nemesis: Rise of the Imperfects,DS,Fighting,Sensory Sweep Studios,,0.08,0.08,,0.0,0.01,2005-10-11,,,2005
Bleach: Heat the Soul 7,PSP,Fighting,Eighting,,0.08,,0.08,,,2010-09-02,,,2010
PAC-MAN and the Ghostly Adventures,PS3,Platform,Monkey Bar Games,,0.08,0.03,,0.04,0.01,2013-10-29,2018-12-02,,2013
Super Street Fighter IV: Arcade Edition,PC,Fighting,Capcom / Dimps Corporation,8.5,0.08,0.04,,0.02,0.01,2011-07-05,,0.5321,2011
Fairy Tail: Portable Guild 2,PSP,Fighting,Konami,,0.08,,0.08,,,2011-03-10,,,2011
Tokimeki Memorial: Girl's Side,PS2,Adventure,Tenky,,0.08,,0.08,,,2002-06-20,,,2002
The First Templar,PC,Adventure,Haemimont Games,,0.08,0.06,,0.01,0.01,2011-05-10,,,2011
Bleach: Erabareshi Tamashii,PS2,Adventure,SCEI,,0.08,,0.08,,,2005-08-04,,,2005
Man vs. Wild,PS3,Adventure,Scientifically Proven,,0.08,0.07,,,0.01,2011-04-26,,,2011
Happy Feet Two,Wii,Adventure,KMM Games,,0.08,0.06,,0.01,0.01,2011-11-08,,,2011
Agatha Christie's The ABC Murders,PS4,Adventure,Artefacts Studio,,0.08,0.05,,0.02,0.02,2016-02-23,2018-06-27,,2016
ToraDora Portable!,PSP,Adventure,Silicon Studio,,0.08,,0.08,,,2009-04-30,,,2009
Root Letter,PSV,Adventure,Kadokawa Games,,0.08,,0.03,0.04,0.01,2016-11-10,2018-09-20,,2016
My First Songs,Wii,Misc,Mindscape Inc.,,0.08,,,0.07,0.01,2010-10-22,,,2010
Cosmic Family,Wii,Misc,Ubisoft Barcelona,,0.08,0.07,,0.0,0.01,2007-09-18,,,2007
America's Greatest Game Shows: Wheel of Fortune & Jeopardy!,XOne,Misc,Ubisoft,,0.08,0.08,,,0.01,2017-11-07,2018-08-02,,2017
Virtua Fighter CG Portrait Series Vol.2: Jacky Bryant,SAT,Misc,Sega-AM2,,0.08,,0.08,,,1995-10-13,,,1995
Pachitte Chonmage Tatsujin 13: Pachinko Hissatsu Shigotojin III,PS2,Misc,Hack Berry,,0.08,,0.08,,,2007-11-22,,,2007
"Hisshou Pachinko*Pachi-Slot Kouryaku Series DS Vol. 2: Shinseiki Evangelion - Shito, Futatabi",DS,Misc,Bisty,,0.08,,0.08,,,2008-06-12,,,2008
Steins;Gate: Darling of Loving Vows,X360,Visual Novel,Nitro+,,0.08,,0.08,,,2011-06-16,2019-01-03,,2011
EyeCreate,PS3,Misc,London Studios,,0.08,,,0.07,0.01,2007-10-23,2018-09-24,,2007
Chibi Maruko-Chan: Harikiri 365-Nichi no Maki,SNES,Misc,SAS Sakata,,0.08,,0.08,,0.0,1991-12-13,,,1991
No One Can Stop Mr. Domino!,PS,Misc,ArtDink,,0.08,0.04,,0.03,0.0,1998-10-31,,,1998
Minna no Joushiki Ryoku TV,Wii,Misc,HAL Laboratory,,0.08,,0.08,,,2008-03-06,,,2008
Mirror's Edge Catalyst,PC,Platform,EA DICE,,0.08,0.01,,0.06,0.01,2016-06-07,2019-03-25,,2016
Super Monkey Ball Adventure,PSP,Platform,Traveller's Tales,,0.08,0.05,,0.02,0.01,2006-08-29,,,2006
Pop'n Music,Wii,Misc,Konami,,0.08,0.07,0.0,,0.01,2009-11-13,,,2009
Medabots 8,3DS,Misc,Unknown,,0.08,,0.08,,,2014-08-28,,,2014
Drama Queens,DS,Misc,Sensory Sweep,,0.08,0.07,,0.0,0.01,2009-05-12,,,2009
Board Game Classics,GBA,Misc,DSI Games,,0.08,0.06,,0.02,0.0,2005-11-03,,,2005
One Piece: Romance Dawn,3DS,Misc,Three Rings,,0.08,,0.08,,,2014-02-11,2018-10-17,,2014
Pocket Dogs,GBA,Misc,Agatsuma Entertainment,,0.08,0.06,,0.02,0.0,2005-12-22,,,2005
My English Coach: Para Hispanoparlantes,DS,Misc,Ubisoft,,0.08,0.07,,,0.01,2009-03-10,,,2009
Hasbro Family Fun Pack Conquest Edition,PS4,Misc,Ubisoft,,0.08,0.07,,,0.02,2016-11-15,,,2016
Pac-Man Power Pack,PS2,Misc,Namco Bandai Games America,,0.08,0.04,,0.03,0.01,2008-09-17,,,2008
SingStar: Made In Germany,PS3,Misc,SCEE London Studio,,0.08,,,0.07,0.02,2009-11-06,,,2009
Ultimate Brain Games,GBA,Misc,Cosmigo,,0.08,0.06,,0.02,0.0,2003-03-18,,,2003
Wildlife Park 3,PC,Simulation,B.Alive,,0.08,,,0.07,0.01,2011-04-08,,,2011
AKB1/149: Love Election,PS3,Simulation,ArtDink,,0.08,,0.08,,,2013-09-12,2018-10-29,,2013
Princess in Love,DS,Simulation,Engine Software BV,,0.08,0.07,,,0.01,2009-09-14,,,2009
Bella Sara,DS,Misc,Hidden City Games,,0.08,0.04,,0.03,0.01,2008-10-28,,,2008
Ultimate Party Challenge,Wii,Misc,Groove Box,,0.08,0.07,,,0.01,2009-11-03,,,2009
We Sing Rock!,Wii,Misc,Le Cortex,,0.08,,,0.07,0.01,2011-11-04,,,2011
"Sesame Street: Ready, Set, Grover!",DS,Misc,Warner Bros. Interactive Entertainment,,0.08,0.08,,,0.01,2011-08-02,,,2011
Midnight Play! Pack,DS,Misc,Gameloft,,0.08,0.08,,0.0,0.01,2008-06-24,,,2008
"3 in 1: Solitaire, Mahjong & Tangram",DS,Misc,Deep Silver,,0.08,,,0.07,0.01,2010-11-26,,,2010
Rock Revolution,Wii,Misc,Zoe Mode / HB Studios,,0.08,0.07,,,0.01,2008-11-11,,,2008
Kaidan Restaurant: Ura Menu 100-Sen,DS,Misc,Bandai Namco Games,,0.08,,0.08,,,2010-06-03,,,2010
Yamakawa Shuppansha Kanshuu: Shousetsu Sekaishi B,DS,Misc,Bandai Namco Games,,0.08,,0.08,,,2007-06-07,,,2007
Space Channel 5 Special Edition,PS2,Misc,United Game Artists,,0.08,0.04,,0.03,0.01,2003-11-18,,,2003
Midway Arcade Treasures 3,XB,Misc,Digital Eclipse,,0.08,0.06,,0.02,0.0,2005-09-27,,,2005
Line Rider 2: Unbound,DS,Puzzle,InXile Entertainment,5.0,0.08,0.07,,0.0,0.01,2008-09-16,,0.2408,2008
Crush,PSP,Puzzle,Zoe Mode,8.5,0.08,0.07,,0.0,0.01,2007-05-29,,0.5321,2007
Ultimate Fighting Championship: Throwdown,GC,Fighting,Opus Studio,6.7,0.08,0.06,,0.02,0.0,2002-07-29,,0.3275,2002
Cartoon Network: Punch Time Explosion XL,Wii,Fighting,Papaya Studios,,0.08,0.07,,0.01,0.01,2011-11-08,,,2011
Samurai Shodown Sen,X360,Fighting,K2 LLC,4.8,0.08,0.07,,0.01,0.01,2010-03-30,,0.2336,2010
Tokyo Twilight Ghost Hunters,PSV,Visual Novel,Toybox Games,,0.08,0.04,0.02,0.01,0.01,2015-03-10,2018-12-02,,2015
Shonen Jump's One Piece: Pirates Carnival,GC,Misc,High Horse Entertainment,4.6,0.08,0.06,,0.02,0.0,2006-09-12,,0.2301,2006
Cartoon Network Collection: Game Boy Advance Video Volume 2,GBA,Misc,Majesco Games,,0.08,0.06,,0.02,0.0,2004-10-15,,,2004
Discovery Kids: Spider Quest,DS,Misc,505 Games,,0.08,0.07,,,0.01,2009-11-17,,,2009
"The $1,000,000 Pyramid",Wii,Misc,Ubisoft,,0.08,0.07,,,0.01,2011-03-08,,,2011
"Ni Hao, Kai-lan: Super Game Day",PS2,Misc,High Voltage Software,,0.08,0.04,,0.03,0.01,2009-10-26,,,2009
MTV Music Generator 3: This Is the Remix,XB,Misc,Mix Max,,0.08,0.06,,0.02,0.0,2004-06-22,,,2004
Are You Smarter Than a 5th Grader? Back to School,DS,Misc,THQ,,0.08,0.08,,,0.01,2010-11-02,,,2010
Beat Sketch!,PS3,Misc,"Will Co., Ltd. Noisycroak",,0.08,,0.08,,,2010-10-21,,,2010
Mind Quiz: Your Brain Coach,DS,Misc,Sega,,0.08,,0.08,,,2007-03-13,,,2007
Pinball Hall of Fame: The Gottlieb Collection,XB,Misc,FarSight Studios,,0.08,0.06,,0.02,0.0,2004-11-18,,,2004
Party Pigs: Farmyard Games,Wii,Misc,Data Design Interactive,,0.08,0.07,,,0.0,2009-05-19,,,2009
Junior Classic Books & Fairytales,DS,Misc,Navarre Corp,,0.08,0.06,,0.01,0.01,2010-08-03,,,2010
Smuggler's Run: Warzones,GC,Misc,Rockstar San Diego,,0.08,0.06,,0.02,0.0,2002-08-07,,,2002
Team Elimination Games,Wii,Misc,Ubisoft,,0.08,0.07,,,0.01,2009-11-10,,,2009
Sound Novel Tsukuru,SNES,Misc,Success,,0.08,,0.08,,,1996-05-31,,,1996
Momotarou Dentetsu 11,GC,Misc,Hudson Soft,,0.08,,0.07,,0.0,2002-12-05,,,2002
Super Robot Taisen Z Special Disc,PS2,Misc,Banpresto,,0.08,,0.08,,,2009-03-05,,,2009
Family Game Night 4: The Game Show,X360,Misc,Electronic Arts,,0.08,0.07,,0.0,0.01,2011-11-01,,,2011
World Championship Poker: Deluxe Series,DS,Misc,Sensory Sweep Studios,,0.08,0.07,,0.0,0.01,2005-04-17,,,2005
Beat City,DS,Misc,Universomo,,0.08,0.07,,0.0,0.01,2010-04-20,,,2010
Destrega,PS,Fighting,Omega Force,,0.07,0.04,,0.03,0.0,1999-01-31,,,1999
Godai: Elemental Force,PS2,Action,3DO,,0.07,0.04,,0.03,0.01,2002-01-21,,,2002
Attack on Titan,PS3,Action,Omega Force,,0.07,,0.07,,,2017-01-01,2018-09-11,,2017
SpongeBob's Truth or Square,X360,Action,Heavy Iron Studios,,0.07,0.03,,0.04,0.0,2009-10-26,,,2009
Superman Returns,DS,Action,EA Tiburon,3.8,0.07,0.07,,0.0,0.01,2006-11-20,,0.2024,2006
Gundam Battle Tactics,PSP,Action,ArtDink,,0.07,,0.07,,,2005-09-22,,,2005
Generator Rex: Agent of Providence,PS3,Action,Virtuos,,0.07,0.05,,0.01,0.01,2011-11-01,2019-01-15,,2011
Samurai Warriors: Spirit of Sanada,PS4,Action,Omega Force,,0.07,0.02,0.05,,0.01,2017-05-23,2018-07-09,,2017
Sky Gunner,PS2,Action,Pixel Arts,,0.07,0.04,,0.03,0.01,2002-06-24,,,2002
And1 Streetball,XB,Action,Unknown,,0.07,0.06,,0.02,0.0,2006-06-06,,,2006
Warriors Orochi 3,PSV,Action,Omega Force,,0.07,,0.07,,,2014-09-02,2018-06-30,,2014
Far Cry 5,PC,Action,Ubisoft,6.3,0.07,,,0.07,0.0,2018-02-27,2018-07-19,0.2828,2018
Mucha Lucha! Mascaritas of the Lost Code,GBA,Fighting,Digital Eclipse,,0.07,0.05,,0.02,0.0,2003-11-18,,,2003
The King of Fighters: Evolution,DC,Fighting,SNK Corporation,7.6,0.07,,0.07,,0.0,2001-05-10,,0.4088,2001
Saint Seiya: Brave Soldiers,PS3,Fighting,Dimps Corporation,,0.07,,0.06,0.01,0.0,2013-11-26,2018-12-27,,2013
Bleach: Heat the Soul 3,PSP,Fighting,Eighting,,0.07,,0.07,,,2006-07-20,,,2006
Digimon All-Star Rumble,X360,Fighting,PROPE,,0.07,0.05,,0.01,0.01,2014-11-11,,,2014
Samurai Shodown,NG,Fighting,SNK Corporation,,0.07,,0.07,,,1993-08-11,,,1993
Fighter Maker 2,PS2,Fighting,Enterbrain,,0.07,0.03,,0.03,0.01,2002-11-12,,,2002
Cartoon Network: Punch Time Explosion XL,X360,Fighting,Papaya Studios,,0.07,0.07,,0.0,0.01,2011-11-08,,,2011
The King of Fighters Collection: The Orochi Saga,PSP,Fighting,SNK Playmore Corporation,,0.07,0.07,,,0.0,2008-10-28,,,2008
Steambot Chronicles: Battle Tournament,PSP,Fighting,Irem Software Engineering,,0.07,0.05,0.01,,0.01,2009-06-30,,,2009
Tournament of Legends,Wii,Fighting,High Voltage Software,,0.07,0.04,,0.02,0.01,2010-07-06,,,2010
Kengo: Legend of The 9,X360,Fighting,Genki,4.8,0.07,0.06,,0.01,0.01,2007-09-11,,0.2193,2007
TMNT: Mutant Melee,GC,Fighting,Konami Computer Entertainment Hawaii,4.2,0.07,0.06,,0.01,0.0,2005-03-16,,0.2089,2005
Kinnikuman Muscle Grand Prix Max 2: Tokumori,PS2,Fighting,syn Sophia,,0.07,,0.07,,,2008-09-25,,,2008
The King of Fighters 02/03,PS2,Fighting,SNK Corporation,,0.07,0.03,,0.03,0.01,2005-02-08,,,2005
Sesame Street: Cookie's Counting Carnival,PC,Misc,Black Lantern Studios,,0.07,0.06,,,0.01,2010-10-20,,,2010
Mega Minis Volume 3,PSP,Misc,Various,,0.07,,,0.05,0.01,2011-04-29,,,2011
Dreamer Series: Pop Star,DS,Misc,Overplay,,0.07,0.04,,0.02,0.01,2009-03-10,,,2009
Classic Action: Devilish,DS,Misc,Starfish,,0.07,0.06,,,0.01,2007-05-09,,,2007
Xbox Live Arcade Unplugged Volume 1,X360,Misc,Various,7.4,0.07,0.05,,0.01,0.01,2006-09-05,,0.3823,2006
Super Real Mahjong Graffiti,SAT,Misc,Seta Corporation,,0.07,,0.07,,,1995-11-24,,,1995
ZhuZhu Pets: Quest for Zhu,DS,Misc,Activision,,0.07,0.06,,,0.01,2011-09-27,,,2011
Caesars Palace Advance: Millennium Gold Edition,GBA,Misc,Majesco Games,,0.07,0.05,,0.02,0.0,2001-09-19,,,2001
